一	一 𽀀
㚢	㚢 𿑾
㚤	㚤 𿑿
𡡸	𡡸 𿒀
媊	媊 𿒀
媧	媧 𿒁
𡢓	𡢓 𿒂
𡞨	𡞨 𿒃
娥	娥 𿒄
嫄	嫄 𿒅
嬿	嬿 𿒆
妸	妸 𿒇
𡡓	𡡓 𿒈
嬃	嬃 𿒈
婕	婕 𿒉
嬩	嬩 𿒊
孁	孁 𿒋
𡢴	𡢴 𿒌
嫽	嫽 𿒌
㛄	㛄 𿒍
婤	婤 𿒎
姶	姶 𿒏
妀	妀 𿒐
妵	妵 𿒑
𡚮	𡚮 𿒒
㛅	㛅 𿒓
始	始 𿒔
𡡾	𡡾 𿒕
媚	媚 𿒕
嫵	嫵 𿒖
媄	媄 𿒗
㜅	㜅 𿒘
嫷	嫷 𿒙
姝	姝 𿒚
好	好 𿒛
嬹	嬹 𿒜
嬮	嬮 𿒝
𡚾	𡚾 𿒞
姣	姣 𿒟
嬽	嬽 𿒠
娧	娧 𿒡
媌	媌 𿒢
嫿	嫿 𿒣
婠	婠 𿒤
娙	娙 𿒥
㜺	㜺 𿒦
𡡗	𡡗 𿒧
孌	孌 𿒨 𿓪
妴	妴 𿒩
婉	婉 𿒪
𡜝	𡜝 𿒫
嫣	嫣 𿒬
㚩	㚩 𿒭
姌	姌 𿒭
嫋	嫋 𿒮
孅	孅 𿒯
嫇	嫇 𿒰
媱	媱 𿒱
𡣱	𡣱 𿒲
嬛	嬛 𿒲
姽	姽 𿒳
委	委 𿒴
婐	婐 𿒵
㛂	㛂 𿒶
㚲	㚲 𿒷
𡝫	𡝫 𿒸
妗	妗 𿒹
孂	孂 𿒺
婧	婧 𿒻
妌	妌 𿒼
姂	姂 𿒽
嫙	嫙 𿒾
䶒	䶒 𿒿
𡜶	𡜶 𿓀
姡	姡 𿓀
嬥	嬥 𿓁
嫢	嫢 𿓂
媞	媞 𿓃
婺	婺 𿓄
𡢃	𡢃 𿓅
嫺	嫺 𿓅
媐	媐 𿓆
婜	婜 𿓇
娛	娛 𿓈
娱	娱 𿓈
娭	娭 𿓉
媅	媅 𿓊
娓	娓 𿓋
嫡	嫡 𿓌
𡡿	𡡿 𿓌
孎	孎 𿓍
𡟰	𡟰 𿓎
媕	媕 𿓏
媣	媣 𿓐
嫥	嫥 𿓑
如	如 𿓒
嫧	嫧 𿓓
𡢲	𡢲 𿓓
娕	娕 𿓔
嬐	嬐 𿓕
嬪	嬪 𿓖
𡡘	𡡘 𿓗
𡠗	𡠗 𿓗
𡠦	𡠦 𿓘
𡢂	𡢂 𿓘
㛥	㛥 𿓙
妟	妟 𿓚
嬗	嬗 𿓛
嫴	嫴 𿓜
媻	媻 𿓝
娑	娑 𿓞
姷	姷 𿓟
侑	侑 𿓠
姰	姰 𿓡
姕	姕 𿓢
妓	妓 𿓣
嬰	嬰 𿓤
𡛝	𡛝 𿓥
媛	媛 𿓦
娉	娉 𿓧
娽	娽 𿓨
妝	妝 𿓩
媟	媟 𿓫
嬻	嬻 𿓬
𡪚	𡪚 𿓭
䆯	䆯 𿓮
嬖	嬖 𿓯
𡢖	𡢖 𿓰
妎	妎 𿓱
妒	妒 𿓲
妬	妬 𿓳
媢	媢 𿓴
𡝩	𡝩 𿓵
佞	佞 𿓶
嫈	嫈 𿓷
嫪	嫪 𿓸
婟	婟 𿓹
姿	姿 𿓺
㜘	㜘 𿓻
妨	妨 𿓼
𡚶	𡚶 𿓽
妄	妄 𿓽
媮	媮 𿓾
𡜂	𡜂 𿓿
𡜡	𡜡 𿓿
娋	娋 𿔀
㛊	㛊 𿔁
㛆	㛆 𿔁
妯	妯 𿔂
嫌	嫌 𿔃
𡞞	𡞞 𿔄
婼	婼 𿔅
婞	婞 𿔆
嫳	嫳 𿔇
嫸	嫸 𿔈
𡣌	𡣌 𿔈
娺	娺 𿔉
㜝	㜝 𿔊
娿	娿 𿔋
姸	姸 𿔌
妍	妍 𿔌
娃	娃 𿔍
𡟨	𡟨 𿔎
妜	妜 𿔏
孈	孈 𿔐
㜇	㜇 𿔑
嫼	嫼 𿔒
𡛟	𡛟 𿔓
𡤚	𡤚 𿔔
嫖	嫖 𿔔
㛗	㛗 𿔕
𡟽	𡟽 𿔕
姎	姎 𿔖
媁	媁 𿔗
婎	婎 𿔘
娹	娹 𿔙
媥	媥 𿔚
嫚	嫚 𿔛
㛼	㛼 𿔜
嬬	嬬 𿔝
娝	娝 𿔞
嬯	嬯 𿔟
𡤲	𡤲 𿔠
㜤	㜤 𿔠
㜗	㜗 𿔡
婪	婪 𿔢
嬾	嬾 𿔣
婁	婁 𿔤
𡡼	𡡼 𿔥
𡜰	𡜰 𿔦
娎	娎 𿔧
㛍	㛍 𿔨 𿔩
嬈	嬈 𿔪
𡢕	𡢕 𿔫
𡜜	𡜜 𿔬
姗	姗 𿔬
姍	姍 𿔬
𡞜	𡞜 𿔭
𡠜	𡠜 𿔮
婓	婓 𿔯
孃	孃 𿔰
嬒	嬒 𿔱
媆	媆 𿔲
㛪	㛪 𿔳
㜮	㜮 𿔴
嫯	嫯 𿔵
婬	婬 𿔶
姘	姘 𿔷
奸	奸 𿔸
姅	姅 𿔹
娗	娗 𿔺
婥	婥 𿔻
娷	娷 𿔼
㛴	㛴 𿔽
媿	媿 𿔾
愧	愧 𿔿
奻	奻 𿕀
姦	姦 𿕁
𢙶	𢙶 𿕂
妥	妥 𿕃
嬙	嬙 𿕄
妲	妲 𿕅
嬌	嬌 𿕆
嬋	嬋 𿕇
娟	娟 𿕈
嫠	嫠 𿕉
姤	姤 𿕊
毋	毋 𿕋
毐	毐 𿕌
民	民 𿕍 𿕎 𿕏
氓	氓 𿕐
丿	丿 𿕑
乂	乂 𿕒
刈	刈 𿕓
弗	弗 𿕔
乀	乀 𿕕
𠂆	𠂆 𿕖
弋	弋 𿕗
也	也 𿕙
𠃟	𠃟 𿕚
氏	氏 𿕛
氒	氒 𿕜
氐	氐 𿕝
𣱒	𣱒 𿕞
𣱐	𣱐 𿕞
㲳	㲳 𿕟
𣱓	𣱓 𿕠
戈	戈 𿕡
肈	肈 𿕢
𢦦	𢦦 𿕣
戣	戣 𿕤
𢧀	𢧀 𿕥
𢧢	𢧢 𿕦
戛	戛 𿕧
𧵪	𧵪 𿕨
賊	賊 𿕨
戍	戍 𿕩
戰	戰 𿕪
戲	戲 𿕫
𢧄	𢧄 𿕬
或	或 𿕭
域	域 𿕮
𢧵	𢧵 𿕯
𢦟	𢦟 𿕰
戕	戕 𿕱
戮	戮 𿕲
戡	戡 𿕳
戭	戭 𿕴
𢦒	𢦒 𿕵
𢦏	𢦏 𿕵
戩	戩 𿕶
戬	戬 𿕶
𢦜	𢦜 𿕷
㦰	㦰 𿕷
𭟰	𭟰 𿕸
武	武 𿕸
戢	戢 𿕹
戠	戠 𿕺
戔	戔 𿕻
戉	戉 𿕼
戚	戚 𿕽
我	我 𿕾
𢦠	𢦠 𿕿
義	義 𿖀
羛	羛 𿖁
亅	亅 𿖂
𠄌	𠄌 𿖃
𤦡	𤦡 𿖄
琴	琴 𿖄
䥆	䥆 𿖅
𤨝	𤨝 𿖆
瑟	瑟 𿖆
𩇰	𩇰 𿖇
𡘼	𡘼 𿖇
琵	琵 𿖈
琶	琶 𿖉
𠃊	𠃊 𿖊
直	直 𿖋
𣖇	𣖇 𿖌
亡	亡 𿖍
亾	亾 𿖍
𠆦	𠆦 𿖎
乍	乍 𿖎
望	望 𿖏
𣠮	𣠮 𿖐
無	無 𿖐
𣞣	𣞣 𿖐
无	无 𿖑
匃	匃 𿖒
匸	匸 𿖓
區	區 𿖔
匿	匿 𿖕
㔷	㔷 𿖖
匽	匽 𿖗
医	医 𿖘
匹	匹 𿖙
匚	匚 𿖚
𠥓	𠥓 𿖛
匠	匠 𿖜
匧	匧 𿖝
篋	篋 𿖞
匩	匩 𿖟
匡	匡 𿖟
筐	筐 𿖠
匜	匜 𿖡
匴	匴 𿖢
㔶	㔶 𿖣
㯯	㯯 𿖤
匪	匪 𿖥
𠥐	𠥐 𿖦
𠤼	𠤼 𿖧
㔴	㔴 𿖨
匢	匢 𿖩
匬	匬 𿖪
匱	匱 𿖫
𰅩	𰅩 𿖫
匵	匵 𿖬
匣	匣 𿖭
匯	匯 𿖮
匛	匛 𿖯
柩	柩 𿖰
𠥬	𠥬 𿖱
匶	匶 𿖱
匰	匰 𿖲
曲	曲 𿖳
𱍫	𱍫 𿖴
𠚖	𠚖 𿖵
𠚡	𠚡 𿖶
𠚘	𠚘 𿖶
𠚜	𠚜 𿖶
𠥪	𠥪 𿖷
𠥒	𠥒 𿖷
𠙹	𠙹 𿖸
𠙾	𠙾 𿖹
疀	疀 𿖺
𤲣	𤲣 𿖺
畚	畚 𿖻
𡘞	𡘞 𿖻
𤳊	𤳊 𿖼
𢆟	𢆟 𿖼
𧇄	𧇄 𿖽
𧆭	𧆭 𿖽
𤴅	𤴅 𿖾
𧈕	𧈕 𿖾
罏	罏 𿖿
瓦	瓦 𿗀
瓬	瓬 𿗁
𤮔	𤮔 𿗂
甄	甄 𿗂
甍	甍 𿗃
甑	甑 𿗄
𩱭	𩱭 𿗅
甗	甗 𿗆
瓵	瓵 𿗇
瓽	瓽 𿗈
甌	甌 𿗉
瓮	瓮 𿗊
瓨	瓨 𿗋
㼝	㼝 𿗌
瓴	瓴 𿗍
㼰	㼰 𿗎
甂	甂 𿗏
瓿	瓿 𿗐
㼸	㼸 𿗑
甓	甓 𿗒
𤭰	𤭰 𿗓
甃	甃 𿗓
甈	甈 𿗔
𤮅	𤮅 𿗕
㼽	㼽 𿗖
㼲	㼲 𿗗
𤬯	𤬯 𿗘
𤭢	𤭢 𿗙
瓪	瓪 𿗚
瓷	瓷 𿗛
瓻	瓻 𿗜
弓	弓 𿗝
𢐻	𢐻 𿗞
弴	弴 𿗞
弭	弭 𿗟
𢏱	𢏱 𿗠
弲	弲 𿗡
弧	弧 𿗢
弨	弨 𿗣
𢑆	𢑆 𿗤
彄	彄 𿗥
𢑈	𢑈 𿗦
張	張 𿗧
彏	彏 𿗨
弸	弸 𿗩
彊	彊 𿗪
彎	彎 𿗫
引	引 𿗬
㢪	㢪 𿗭
弙	弙 𿗭
弘	弘 𿗮
㣆	㣆 𿗯
弛	弛 𿗰
𢐋	𢐋 𿗱
弢	弢 𿗲
弩	弩 𿗳
彀	彀 𿗴
彉	彉 𿗵
彃	彃 𿗶
彈	彈 𿗷
𢎫	𢎫 𿗸
𢎛	𢎛 𿗹
發	發 𿗺
𢏗	𢏗 𿗻
彆	彆 𿗼
弜	弜 𿗽
弻	弻 𿗾
𢐀	𢐀 𿗾
弼	弼 𿗾
𢐡	𢐡 𿗿
㢸	㢸 𿘀
𢏇	𢏇 𿘁
𢎺	𢎺 𿘂
弦	弦 𿘂
𥃎	𥃎 𿘃
盭	盭 𿘃
𢆽	𢆽 𿘄
玅	玅 𿘄
𢇋	𢇋 𿘅
𤣨	𤣨 𿘅
系	系 𿘆
𣫦	𣫦 𿘇
𦃟	𦃟 𿘈
孫	孫 𿘉
緜	緜 𿘊
䌛	䌛 𿘋
由	由 𿘌
糸	糸 𿘍
𢆯	𢆯 𿘎
繭	繭 𿘏
絸	絸 𿘐
繅	繅 𿘑
𦆎	𦆎 𿘒
繹	繹 𿘒
緒	緒 𿘓
緖	緖 𿘓
緬	緬 𿘔
純	純 𿘕
綃	綃 𿘖
𦂄	𦂄 𿘗
𥿪	𥿪 𿘘
𥿼	𥿼 𿘘
𥾨	𥾨 𿘙
𥿄	𥿄 𿘚
絓	絓 𿘛
纅	纅 𿘜
繀	繀 𿘝
經	經 𿘞
織	織 𿘟
𥿮	𥿮 𿘠
紝	紝 𿘡
䋕	䋕 𿘢
綜	綜 𿘣
綹	綹 𿘤
緯	緯 𿘥
緷	緷 𿘦
𦇣	𦇣 𿘧
繢	繢 𿘧
統	統 𿘨
紀	紀 𿘩
繈	繈 𿘪
繦	繦 𿘪
纇	纇 𿘫
紿	紿 𿘬
納	納 𿘭
紡	紡 𿘮
絕	絕 𿘯
絶	絶 𿘯
𢇍	𢇍 𿘰
繼	繼 𿘱
㡭	㡭 𿘲
續	續 𿘳
賡	賡 𿘴
纘	纘 𿘵
紹	紹 𿘶
𢇊	𢇊 𿘷 𿘸
𦆀	𦆀 𿘹
𦅗	𦅗 𿘹
䋼	䋼 𿘺
𦀚	𦀚 𿘻
𦄚	𦄚 𿘼
縱	縱 𿘼
紓	紓 𿘽
繎	繎 𿘾
䊸	䊸 𿘿
紆	紆 𿘿
𦃉	𦃉 𿙀
緈	緈 𿙀
纖	纖 𿙁
𥿳	𥿳 𿙂
細	細 𿙂
緢	緢 𿙃
縒	縒 𿙄
𦇈	𦇈 𿙄
繙	繙 𿙅
𦄲	𦄲 𿙆
縮	縮 𿙆
紊	紊 𿙇
級	級 𿙈
總	總 𿙉
䋰	䋰 𿙊
約	約 𿙋
𦆖	𦆖 𿙌
繚	繚 𿙌
纏	纏 𿙍
繞	繞 𿙎
紾	紾 𿙏
𦇏	𦇏 𿙐
繯	繯 𿙐
辮	辮 𿙑
結	結 𿙒
縎	縎 𿙓
締	締 𿙔
縛	縛 𿙕
繃	繃 𿙖
絿	絿 𿙗
絅	絅 𿙘
𥿯	𥿯 𿙙
䌴	䌴 𿙚
給	給 𿙛
綝	綝 𿙜
縪	縪 𿙝
紈	紈 𿙞
終	終 𿙟
𦄖	𦄖 𿙟
𠂂	𠂂 𿙠
𠔾	𠔾 𿙠
䌖	䌖 𿙡
繒	繒 𿙢
𦀓	𦀓 𿙣
緭	緭 𿙤
絩	絩 𿙥
綺	綺 𿙦
縠	縠 𿙧
縳	縳 𿙨
縑	縑 𿙩
綈	綈 𿙪
練	練 𿙫
縞	縞 𿙬
䌳	䌳 𿙭
紬	紬 𿙮
綮	綮 𿙯
綾	綾 𿙰
縵	縵 𿙱
繡	繡 𿙲
絢	絢 𿙳
繪	繪 𿙴
緀	緀 𿙵
䋛	䋛 𿙶
絹	絹 𿙷
綠	綠 𿙸
緑	緑 𿙸
𦇳	𦇳 𿙹
縹	縹 𿙹
䋭	䋭 𿙺
絑	絑 𿙻
纁	纁 𿙼
絀	絀 𿙽
絳	絳 𿙾
綰	綰 𿙿
𦇢	𦇢 𿚀
縉	縉 𿚀
綪	綪 𿚁
緹	緹 𿚂
衹	衹 𿚃
縓	縓 𿚄
紫	紫 𿚅
紅	紅 𿚆
𦇎	𦇎 𿚇
紺	紺 𿚈
𦁰	𦁰 𿚉 𿚊
綦	綦 𿚋
繰	繰 𿚌
緇	緇 𿚍
𱹼	𱹼 𿚍
纔	纔 𿚎
𦃖	𦃖 𿚏
綟	綟 𿚐
紑	紑 𿚑
緂	緂 𿚒
繻	繻 𿚓
縟	縟 𿚔
纚	纚 𿚕
紘	紘 𿚖
紭	紭 𿚗
紞	紞 𿚘
纓	纓 𿚙
紻	紻 𿚚
緌	緌 𿚛
緄	緄 𿚜
𦁴	𦁴 𿚝
紳	紳 𿚝
繟	繟 𿚞
綬	綬 𿚟
組	組 𿚠
緺	緺 𿚡
縌	縌 𿚢
纂	纂 𿚣
紐	紐 𿚤
綸	綸 𿚥
綎	綎 𿚦
𦀞	𦀞 𿚧
絙	絙 𿚧
繐	繐 𿚨
㬧	㬧 𿚩
紟	紟 𿚪
䋮	䋮 𿚫
緣	緣 𿚬
纀	纀 𿚭
絝	絝 𿚮
繑	繑 𿚯
緥	緥 𿚰
繜	繜 𿚱
紴	紴 𿚲
絛	絛 𿚳
䋐	䋐 𿚴
緃	緃 𿚵
紃	紃 𿚶
緟	緟 𿚷
纕	纕 𿚸
纗	纗 𿚹
𦂴	𦂴 𿚺
綱	綱 𿚺
𰫪	𰫪 𿚺
𣓡	𣓡 𿚻
㭃	㭃 𿚻
𭩡	𭩡 𿚼
縜	縜 𿚽
𦃌	𦃌 𿚾
綅	綅 𿚾
縷	縷 𿚿
綫	綫 𿛀
線	線 𿛁
䋉	䋉 𿛂
縫	縫 𿛃
緁	緁 𿛄
䌌	䌌 𿛅
紩	紩 𿛆
緛	緛 𿛇
䋎	䋎 𿛈
繕	繕 𿛉
絬	絬 𿛊
纍	纍 𿛋
縭	縭 𿛌
𦂐	𦂐 𿛍
繄	繄 𿛎
縿	縿 𿛏
徽	徽 𿛐
𦆰	𦆰 𿛑
䋢	䋢 𿛑
紉	紉 𿛒
繩	繩 𿛓
䋫	䋫 𿛔
縈	縈 𿛕
絇	絇 𿛖
縋	縋 𿛗
絭	絭 𿛘
緘	緘 𿛙
縢	縢 𿛚
𦪝	𦪝 𿛚
編	編 𿛛
維	維 𿛜
絥	絥 𿛝
茯	茯 𿛞
鞴	鞴 𿛟
𩍁	𩍁 𿛟
䋊	䋊 𿛠
綊	綊 𿛡
䋣	䋣 𿛢
𦅳	𦅳 𿛣
繮	繮 𿛤
紛	紛 𿛥
紂	紂 𿛦
緧	緧 𿛧
絆	絆 𿛨
𦅨	𦅨 𿛩
𦅓	𦅓 𿛩
紖	紖 𿛪
縼	縼 𿛫
縻	縻 𿛬
𥿫	𥿫 𿛭
紲	紲 𿛮
緤	緤 𿛯
纆	纆 𿛰
緪	緪 𿛱
縆	縆 𿛱
繘	繘 𿛲
𦇹	𦇹 𿛳
𦈇	𦈇 𿛴
䌄	䌄 𿛵
綆	綆 𿛵
絠	絠 𿛶
𦅾	𦅾 𿛷
繴	繴 𿛸
緍	緍 𿛹
絮	絮 𿛺
絡	絡 𿛻
纊	纊 𿛼
絖	絖 𿛽
紙	紙 𿛾
䋨	䋨 𿛿
䋈	䋈 𿜀
繫	繫 𿜁
𦃇	𦃇 𿜂
緝	緝 𿜃
絘	絘 𿜄
績	績 𿜅
纑	纑 𿜆
紨	紨 𿜇
𦄑	𦄑 𿜈
絺	絺 𿜉
綌	綌 𿜊
𢂲	𢂲 𿜋
縐	縐 𿜌
絟	絟 𿜍
紵	紵 𿜎
𦂂	𦂂 𿜏
𦃞	𦃞 𿜐
緦	緦 𿜐
𢇆	𢇆 𿜑
緆	緆 𿜒
𪎥	𪎥 𿜓
緰	緰 𿜔
縗	縗 𿜕
絰	絰 𿜖
𦄱	𦄱 𿜗
緶	緶 𿜗
䋀	䋀 𿜘
䋽	䋽 𿜙
緉	緉 𿜚
絜	絜 𿜛
繆	繆 𿜜
綢	綢 𿜝
縕	縕 𿜞
緼	緼 𿜞
紼	紼 𿜟
絣	絣 𿜠
紕	紕 𿜡
𦇧	𦇧 𿜢
縊	縊 𿜣
綏	綏 𿜤
彝	彝 𿜥
𦇚	𦇚 𿜦
𢇏	𢇏 𿜧
緻	緻 𿜨
緗	緗 𿜩
緋	緋 𿜪
緅	緅 𿜫
𦇕	𦇕 𿜬
繖	繖 𿜬
綀	綀 𿜭
縡	縡 𿜮
繾	繾 𿜯
綣	綣 𿜰
𦃃	𦃃 𿜱
𦅽	𦅽 𿜲
𦆗	𦆗 𿜳
𦈁	𦈁 𿜴
綽	綽 𿜵 𿜶
𦇻	𦇻 𿜷
緩	緩 𿜸
絲	絲 𿜹
轡	轡 𿜺
𦆕	𦆕 𿜻
𢇅	𢇅 𿜼
率	率 𿜽
虫	虫 𿜾
蝮	蝮 𿜿
𧑥	𧑥 𿝀
螣	螣 𿝀
蚦	蚦 𿝁
蚺	蚺 𿝁
𧊨	𧊨 𿝁
螼	螼 𿝂
螾	螾 𿝃
蚓	蚓 𿝄
螉	螉 𿝅
䗥	䗥 𿝆
蠁	蠁 𿝇
䖮	䖮 𿝈
蛁	蛁 𿝉
𧑎	𧑎 𿝊
𧎹	𧎹 𿝊
蛹	蛹 𿝋
螝	螝 𿝌
蛕	蛕 𿝍
蟯	蟯 𿝎
雖	雖 𿝏
虺	虺 𿝐
蜥	蜥 𿝑
蝘	蝘 𿝒
𧓱	𧓱 𿝓
蜓	蜓 𿝔
蚖	蚖 𿝕
蠸	蠸 𿝖
螟	螟 𿝗
蟘	蟘 𿝘
𧎢	𧎢 𿝙
蟣	蟣 𿝚
蛭	蛭 𿝛
蝚	蝚 𿝜
蛣	蛣 𿝝
䖦	䖦 𿝞
蟫	蟫 𿝟
𧖋	𧖋 𿝟
蛵	蛵 𿝠
蜭	蜭 𿝡
蟜	蟜 𿝢
蛓	蛓 𿝣
䖯	䖯 𿝤
蚔	蚔 𿝥
𧍣	𧍣 𿝦
𦹌	𦹌 𿝦
𧕧	𧕧 𿝧
𧓵	𧓵 𿝧
𧔐	𧔐 𿝧
蝤	蝤 𿝨
𧓉	𧓉 𿝩
蝎	蝎 𿝪
強	強 𿝫
强	强 𿝫
𧖑	𧖑 𿝬
蚚	蚚 𿝭
蜀	蜀 𿝮
蠲	蠲 𿝯
螕	螕 𿝰
蠖	蠖 𿝱
蝝	蝝 𿝲
螻	螻 𿝳
蛄	蛄 𿝴
蠪	蠪 𿝵
蛾	蛾 𿝶
螘	螘 𿝷
蚳	蚳 𿝸
𧐏	𧐏 𿝹
𨑉	𨑉 𿝺
蠜	蠜 𿝻
𧍓	𧍓 𿝼
𧏈	𧏈 𿝽
蝒	蝒 𿝽
𧒾	𧒾 𿝾
𧖗	𧖗 𿝿
蠰	蠰 𿝿
蜋	蜋 𿞀
蛸	蛸 𿞁
蛢	蛢 𿞂
𧑐	𧑐 𿞃
蟥	蟥 𿞄
䗐	䗐 𿞅
蛅	蛅 𿞆
蜆	蜆 𿞇
蜰	蜰 𿞈
𧍕	𧍕 𿞉
𧒘	𧒘 𿞊
蜾	蜾 𿞋
蠃	蠃 𿞌
𧕅	𧕅 𿞍
蛺	蛺 𿞎
蜨	蜨 𿞏
蚩	蚩 𿞐
螌	螌 𿞑
蝥	蝥 𿞒
蟠	蟠 𿞓
𧉅	𧉅 𿞔
蜙	蜙 𿞕
蚣	蚣 𿞖
蝑	蝑 𿞗
𧐚	𧐚 𿞘
蟅	蟅 𿞘
蝗	蝗 𿞙
蜩	蜩 𿞚
𧊓	𧊓 𿞛
蟬	蟬 𿞜
蜺	蜺 𿞝
螇	螇 𿞞
蚗	蚗 𿞟
𧉄	𧉄 𿞠
𧍼	𧍼 𿞡
𧌵	𧌵 𿞡
蛚	蛚 𿞡
蜻	蜻 𿞢
蛉	蛉 𿞣
蠓	蠓 𿞤
𧎾	𧎾 𿞥
蜹	蜹 𿞦
蟰	蟰 𿞧
𧍖	𧍖 𿞨
蛶	蛶 𿞩
蜡	蜡 𿞪
蝡	蝡 𿞫
蚑	蚑 𿞬
𧔘	𧔘 𿞭
蠉	蠉 𿞭
𧈪	𧈪 𿞮
螸	螸 𿞯
𧎥	𧎥 𿞰
蛻	蛻 𿞱
蜕	蜕 𿞱
𧊝	𧊝 𿞲
螫	螫 𿞳
蝁	蝁 𿞴
蛘	蛘 𿞵
䖹	䖹 𿞵
𧐂	𧐂 𿞶
蛟	蛟 𿞷
螭	螭 𿞸
虯	虯 𿞹
蜦	蜦 𿞺
蜧	蜧 𿞻
螊	螊 𿞼
蜃	蜃 𿞽
𧊧	𧊧 𿞾
螷	螷 𿞿
蝸	蝸 𿟀
蚌	蚌 𿟁
𧉳	𧉳 𿟁
蠇	蠇 𿟂
蝓	蝓 𿟃
蜎	蜎 𿟄
蟺	蟺 𿟅
𧍘	𧍘 𿟆
蟉	蟉 𿟇
蟄	蟄 𿟈
蚨	蚨 𿟉
䗇	䗇 𿟊
蝦	蝦 𿟋
蟆	蟆 𿟌
蠵	蠵 𿟍
𧓬	𧓬 𿟎
螹	螹 𿟏
蠏	蠏 𿟐
䲒	䲒 𿟑
蛫	蛫 𿟒
蜮	蜮 𿟓
蟈	蟈 𿟔
𧊜	𧊜 𿟕
蛧	蛧 𿟖
蜽	蜽 𿟗
蝯	蝯 𿟘
蠗	蠗 𿟙
蜼	蜼 𿟚
蚼	蚼 𿟛
𧋳	𧋳 𿟜
蛩	蛩 𿟜
蟨	蟨 𿟝
蝙	蝙 𿟞
蝠	蝠 𿟟
蠻	蠻 𿟠
閩	閩 𿟡
虹	虹 𿟢
𧌫	𧌫 𿟣
𧊋	𧊋 𿟣
𧍺	𧍺 𿟤
螮	螮 𿟥
蝀	蝀 𿟦
𧕏	𧕏 𿟧
蠥	蠥 𿟧
蜑	蜑 𿟨
蟪	蟪 𿟩
蠛	蠛 𿟪
虴	虴 𿟫
蜢	蜢 𿟬
蟋	蟋 𿟭
螳	螳 𿟮
䖵	䖵 𿟯
蠶	蠶 𿟰
𧒎	𧒎 𿟱
䖸	䖸 𿟲
𧎮	𧎮 𿟳
蚤	蚤 𿟴
蝨	蝨 𿟵
𧒟	𧒟 𿟶
𧍸	𧍸 𿟶
𧑄	𧑄 𿟷
𧖉	𧖉 𿟸
𧒝	𧒝 𿟸
蠽	蠽 𿟹
蠿	蠿 𿟺
蟊	蟊 𿟻
𧕝	𧕝 𿟼
𧕐	𧕐 𿟽
𧖤	𧖤 𿟽
𧕱	𧕱 𿟾
𧓎	𧓎 𿟿
𧌠	𧌠 𿠀
蠭	蠭 𿠁
蜂	蜂 𿠂
𧖅	𧖅 𿠃
蜜	蜜 𿠄
螶	螶 𿠅
蟁	蟁 𿠆
𧓹	𧓹 𿠇
𧓢	𧓢 𿠈
蚊	蚊 𿠉
蝱	蝱 𿠊
蠹	蠹 𿠋
螙	螙 𿠌
蠡	蠡 𿠍 𿠎
𧱤	𧱤 𿠏
𧒔	𧒔 𿠐
𧋛	𧋛 𿠑
𧖚	𧖚 𿠒
蜉	蜉 𿠓
𧕲	𧕲 𿠔
蠢	蠢 𿠕
𧅪	𧅪 𿠕
𢧭	𢧭 𿠖
𢧸	𢧸 𿠖
𧕈	𧕈 𿠗
蟲	蟲 𿠘
𧔨	𧔨 𿠙
蛑	蛑 𿠚
𧖕	𧖕 𿠛
蚍	蚍 𿠜
𧖔	𧖔 𿠝
𧕿	𧕿 𿠞
蜚	蜚 𿠟
蠱	蠱 𿠠
風	風 𿠡
𠙊	𠙊 𿠢
𩘁	𩘁 𿠣
𩖶	𩖶 𿠤
飆	飆 𿠥
颮	颮 𿠦
𩙞	𩙞 𿠧
飄	飄 𿠧
颯	颯 𿠨
飂	飂 𿠩
䬍	䬍 𿠪
䬑	䬑 𿠫
𩙊	𩙊 𿠫
䫻	䫻 𿠬 𿠭
颺	颺 𿠮
䬆	䬆 𿠯
𩘃	𩘃 𿠰
颲	颲 𿠰
𩘛	𩘛 𿠰
颸	颸 𿠱
颼	颼 𿠲
䬒	䬒 𿠲
颭	颭 𿠳
它	它 𿠴
蛇	蛇 𿠵
龜	龜 𿠶
𤕣	𤕣 𿠷
䶱	䶱 𿠸
𪚮	𪚮 𿠹
䶲	䶲 𿠹
𪓑	𪓑 𿠺
𪓝	𪓝 𿠻
鼈	鼈 𿠼
黿	黿 𿠽
鼃	鼃 𿠾
鼀	鼀 𿠿
𪓰	𪓰 𿡀
𪓿	𪓿 𿡁
鼉	鼉 𿡂
𪓷	𪓷 𿡃
䵶	䵶 𿡄
蠅	蠅 𿡅
䵹	䵹 𿡆
𧐉	𧐉 𿡇
鼄	鼄 𿡈
蛛	蛛 𿡉
鼂	鼂 𿡊 𿡌
𪓨	𪓨 𿡋
鼇	鼇 𿡍
卵	卵 𿡎
毈	毈 𿡏
二	二 𿡐
𠄠	𠄠 𿡐
弍	弍 𿡑
亟	亟 𿡒
恆	恆 𿡓 𿡕
恒	恒 𿡓 𿡕
𠄨	𠄨 𿡔 𿡕
𠄢	𠄢 𿡖
亘	亘 𿡖
亙	亙 𿡖
竺	竺 𿡗
凡	凡 𿡘
土	土 𿡙
地	地 𿡚
𡓬	𡓬 𿡛
墬	墬 𿡛
坤	坤 𿡜
垓	垓 𿡝
墺	墺 𿡞
𡌱	𡌱 𿡟
堣	堣 𿡠
坶	坶 𿡡
坡	坡 𿡢
坪	坪 𿡣
均	均 𿡤
壤	壤 𿡥
塙	塙 𿡦
